01	0xc1180080
SocialReactDismissive	0xbc025fec
SocialReactDontHurt	0x1a194992
SocialReactDontHurtPreload	0xeb71e0e6
SocialReactFriendly	0xb99f12af
SocialReactIntimidated	0x669aafcc
SocialReactScared	0xb68304b9
SocialReactUnfriendly	0x7690dbfb
SocialStopHand	0x3a0a55bd
SocialStopHandPreload	0x4bcedbb6
SocialStopHand_Shared	0xe6d307fc
SocialTarget	0x26680bcb
SocialTargetAct	0xe8a458b3
SocialTargetFaceForReact	0x0db99bcb
SocialTargetInitialReaction	0x738b318a
SocialTargetLoop	0x8edad8c7
SocialTargetMoveToReact	0x010553fc
SocialTargetPreload	0x6fd73ed6
SocialTargetPreloadComplete	0x40b40983
SocialTargetReaction	0x77df82d8
SocialTargetWait	0xab824ec9
SocialTattle	0x576e53cb
SocialTattlePreload	0x8adb5096
SocialTest	0xdf7e77cf
SocialWantGift	0xc1cd3cfc
SocialWantGiftPreload	0x1875b9a2
SocialWave	0x065dddcf
SocialWavePreload	0x0f5d4cbf
SocialWave_Shared	0xaa627884
SocialWave_Speech	0x27e36b91
Social_Actions	0xabc101e9
Social_Combat	0xda70afed
Social_Combat_O	0x9636b4c5
Social_Combat_X	0x9f36b4c5
Social_Executes	0xd88ee0c6
Social_Idle	0xaa06c2eb
Social_Kiss1_Alts	0x98d8f7f6
Social_Kiss1_Cam_1	0xd71d7482
Social_Kiss1_Cam_2	0xd81d7482
Social_Kiss2_Alts	0x0b247cf2
Social_Kiss2_Cam_1	0xb0b926b7
Social_Kiss2_Cam_2	0xb1b926b7
Social_Kiss3_Alts	0x7e6f00ee
Social_Kiss3_Cam_1	0x8955d9eb
Social_Kiss3_Cam_2	0x8a55d9eb
Social_Kiss4_Alts	0xf1ba84e9
Social_Kiss4_Cam_1	0x62f18ba0
Social_Kiss4_Cam_2	0x63f18ba0
Social_KissF_Alts	0x0709d298
Social_KissF_Cam_1	0xa4e61ad5
Social_KissF_Cam_2	0xa5e61ad5
Social_KissF_Cam_3	0xa6e61ad5
Social_KissF_Cam_4	0xa7e61ad5
Social_Speech	0x983b70b6
Social_System	0x7dd14fd6
Socializing	0x34d3dceb
SocketChange	0xdb7a2bc5
SocketManagement	0x965f1e86
SocketReset	0x34c3c2a4
Socket_00	0xdc4e0dba
Socket_01	0xdd4e0dba
Socket_02	0xde4e0dba
Socket_03	0xdf4e0dba
Socket_04	0xe04e0dba
Socket_05	0xe14e0dba
Socket_06	0xe24e0dba
Socket_07	0xe34e0dba
Socket_08	0xe44e0dba
Socket_09	0xe54e0dba
Socket_10	0x5f4f0dba
Socket_11	0x604f0dba
Socket_12	0x614f0dba
Socket_13	0x624f0dba
Socket_14	0x634f0dba
Socket_15	0x644f0dba
Socket_16	0x654f0dba
Socket_17	0x664f0dba
Sockets	0x3080f1d5
Sockets_Horiz	0x919051c4
SodaCan	0xa39e27e6
SodaMach	0x1e309dc7
Sound	0x43799ebb
SoundHack_LID	0xf8e8b6c8
SoundHack_PSHIELD	0x669b1eca
SoundState	0xc2dd87a9
Sounds	0x9c0d1882
Spag	0x9b3d348b
Spawn	0xcf8ebbbb
SpawnBank	0xf388cbad
SpawnLoco	0xe23526af
SpawnStuff	0x31c51d9c
SpawnedNotifications	0xb215a09f
Spawns	0x4014fa90
SpazLoops	0x159bfefe
SpazOnce	0x2fbae1c0
SpazTwice	0x8a217d8c
Spaz_Random	0xc00d50ff
Speak	0xae8fbcbb
Speak1	0x3b867d91
SpeakOptions	0x2c2455b7
Spear	0xb58fbcbb
SpecLike	0xce52cf9a
SpecMeterDrain	0xd2d45393
SpecMeterIncrLg	0x397d8b87
SpecMeterIncrMd	0xb97d8b87
SpecMeterIncrSm	0xd4808b87
SpecNotLike	0x6be14884
SpecSpeech	0x8930a68e
SpecSpeechFreak	0x52d952f6
SpecSpeechHate	0x7bc542a7
SpecSpeechLike	0x940fcea7
Special	0xd1cd7ff3
SpecialActions	0xf8b4a5ac
SpecialChoose	0x64d46aa6
SpecialKiss	0xe7b9ffae
SpecialPuke	0x345eaeaf
SpecialRussellHackNode	0x04c69df4
SpecialSprintTrophy	0x2370ebb7
SpecialStart	0x9572be9a
SpecialThrowSM	0x233f31dd
SpecialThrows	0xf2c19ada
Special_Init	0x920bedeb
Special_Items	0xf2ad19bb
Specials	0x4652669a
SpecificObjectives	0x2c0a36a8
Spectating	0x166be084
Spectator	0xdb0575c3
SpectatorAnim1	0x55ffb6d3
SpectatorAnim2	0x56ffb6d3
SpectatorAnim3	0x57ffb6d3
SpectatorAnims	0x77ffb6d3
SpectatorDoNothing	0x6371768e
SpectatorHateWait	0x22bb0382
SpectatorInStore	0x755b58ac
SpectatorLikeWait	0x0bf388ad
SpectatorOpp	0xa043c8d1
SpectatorOpps	0x339b7ad9
SpectatorSpawn	0x3059f08f
SpectatorWait	0xf01689da
Speech	0x5e8e7e91
Speech01	0x0fb4b5bc
Speech02	0x10b4b5bc
Speech03	0x11b4b5bc
Speech1	0x4bdac2f3
Speech2	0x4cdac2f3
Speech3	0x4ddac2f3
Speech4	0x4edac2f3
SpeechAnims	0x50b38981
SpeechBank	0x320ff1b2
SpeechChance	0x36e11ad6
SpeechCough	0xdc8ecaa4
SpeechEmpty	0xd317a0c7
SpeechExecutes	0xec2840f9
SpeechFalse	0x251e91d7
SpeechGen	0x06340191
SpeechGen_Child	0x478a9880
SpeechLines	0xd94ff6c1
SpeechNode	0xd05790b4
SpeechPreload	0xd77bf3d5
SpeechPreloadAggro	0xe7301698
SpeechPreloadAuth	0xa32a4cd1
SpeechPreloadClothes	0x317a3f87
SpeechPreloadFlustered	0x95b7b9bc
SpeechPreloadGirl	0xd7d616d2
SpeechPreloadGirl1	0x36f0af81
SpeechPreloadGirl2	0x37f0af81
SpeechPreloadGirlDefault	0x962e95fb
SpeechPreloadGirlMad	0x690a159b
SpeechPreloadGirlReg	0xa55b169b
SpeechPreloadHarass	0xe3b41bcc
SpeechPreloadKiss	0xcd0da0d2
SpeechPreloadNone	0x378608d3
SpeechPreloadReg	0xa5424fb9
SpeechPreloadRomMale	0xaa2036ec
SpeechPreloadRussell	0x0f0971bb
SpeechSacked	0x4f6fc393
SpeechSelector	0x6925df98
SpeechStart	0xec404cbe
SpeechTrue	0x40fb5eb5
SpeechWTF	0x3b6c0591
Speech_Preload	0x00019edb
SpeedCrouch	0x295e35f7
SpeedCrouchHigh	0xbf0622c8
SpeedLow	0xd11dd9bc
SpeedMax	0xb159d9bc
SpeedMed	0xa95bd9bc
SpeedRun	0x10b3dabc
SpeedRunBasic	0xf6b648fc
SpeedRunLoco	0x73e493f6
SpeedRunLocoBasic	0x6fe7fdb3
SpewingWater	0xb45d4497
Spin	0xba41348b
SpinAgain	0x0e003398
SpinGlobe	0xdb703482
SpinWheel	0xb502849a
SpinWheelPlayer_loop	0xc97cb09e
SpinWheel_fail	0xb04975ff
SpinWheel_fail_old	0x24143f89
SpinWheel_fail_real	0xc160acbb
SpinWheel_loop	0xe6c84680
SpineControl	0x5ef271a4
Spit	0xc041348b
Splat	0xf664bebb
Splat_Die	0x5f964fc1
SplitBody	0x50069299
Split_Body_Hits	0x0800b0c0
Splurt	0xe4e57292
Spoon	0x3535bfbb
Spotted	0xadf752a5
SpottedDelay	0x4a52009a
SpottedWarning	0x4fd4c8e5
Sprawl	0x597d3b93
Spray	0x31f7bfbb
SprayCan	0x971428bf
SprayCanBute	0xfb4c6be1
SprayCombos	0x52fe32fd
SprayEnd	0x46a128bf
SprayFire	0xaf8cebd1
SprayFire1_10	0xa4c19883
SprayFireOffset	0xea6f90e0
SprayFront	0xd4f3bcec
SprayFrontRun	0x0b0afc8d
SprayFrontRun2	0xd323f9a7
SprayFrontRun_OLD	0xefa2c1eb
SprayFrontRun_Release	0x5b08f5b1
SprayPerfume	0xe7704ec3
SprayTag	0x29882cbf
Spray_A	0x97b471d7
Spray_B	0x98b471d7
Spray_Big_1	0x981df19a
Spraycan	0x971428bf
SprinklerReact	0x5b3591af
SprinklerReact1	0xc24d4ed7
SprinklerReact2	0xc34d4ed7
Sprinklers	0x4fb6969a
SprinklersFinish	0x0eea2ceb
SprinklersStart	0x2fcd1dcb
Sprint	0x0e913d93
Sprint1	0x5b3a81d8
SprintAngry	0xe3f4e0b2
SprintBasic	0x10dab3c2
SprintBasicTad208	0x936129d4
SprintController	0x8aca249b
SprintDeplete	0x3fb7998d
SprintDepleteExec	0x60def2bb
SprintGesture	0x1f4a71e1
SprintJUMP	0xf0b151b8
SprintLocoAnims	0xf91c58a6
SprintLogic	0x48131af4
SprintSlow	0x1f1284b9
SprintTired	0x86d3bcff
SprintTrophy	0x62a137fb
Sprint_Slide	0x74d50bdb
Spud	0xd447348b
SpudCamera	0xa1db34fb
SpudCameraZoom	0xf014afc4
SpudCannonNoTarget	0x174152bc
SpudCannonTarget	0x7e0781de
SpudEarnest	0x328767ce
SpudG	0xc3c1c0bb
SpudGunBute	0x5c585496
SpudSpeech	0x12cdb4b9
Spudz	0xd6c1c0bb
Square	0xe51930a5
Squid	0xea11e3bb
SquidPropsActions	0x47b626b5
Ssling1	0x27d0bbe1
Stable	0xb36c2bd7
Stage1	0x37b82cd7
Stage2	0x38b82cd7
Stage3	0x39b82cd7
Stage4	0x3ab82cd7
Stage5	0x3bb82cd7
StalDoor	0xb624739c
StanceTransition	0xa548ac9c
StanceTransitionOpp	0xee7528d4
Stand	0x96c044bc
StandBackUp	0x60ee52ed
StandCoast	0x804f64b9
StandGuard	0xd3f96880
StandGuard_Child	0x0c54dcf0
StandIdle	0x36aa2385
StandOps	0xdc918ebf
StandStill	0x424dedd2
StandTurn	0x9376a186
StandUp	0x1533d29c
StandardDamage	0xac3d0695
StandardLoco	0x48cd3482
Standing	0x94fe8cbf
StandingGrappleFLurry	0x49a0e6d1
StandingIdlesExecute	0x4e11c2a3
StandingReversals	0x5d048cea
StandingSmoke	0xcb0294f6
Standup	0x1533d29c
Star	0xca49358b
StarA	0x9fc244bc
StarB	0xa0c244bc
StarC	0xa1c244bc
Start	0xb2c244bc
Start1	0x47a12fd7
Start1_2	0x4e71e287
Start1_Child	0x60814bc5
Start2	0x48a12fd7
StartAnimations	0x19ea90f1
StartBackManual	0x4b5b1bc7
StartBalancing	0xc381f7ae
StartCut	0xf422e787
StartDialogBox	0x0db15fb9
StartFemale	0x3a18b0cb
StartGame	0x44d9ca8b
StartGroundStomp	0xb88a15cc
StartMale	0x63aa988c
StartMission	0x86cdca85
StartRouteToProp	0x8dedf3f1
StartRun	0x7510eb87
StartRunning	0x014e0bff
StartSitting	0xfe77aad3
StartStoreMode	0xbe64e8ea
StartStruggle	0x17cb26ae
StartUsing	0xde93f580
Start_Sweeping	0xeb4d9480
StartleReaction	0xdcf03b8e
StatInc	0x4250a19d
StatIncNode	0xf4c8fbaf
StatIncrement	0xe7dd2ed5
State	0xa9c344bc
StatesAndFunctions	0xa2c76d8c
Static	0xca2130d7
Stationary	0x88adabb1
Stats	0xb7c344bc
StatsExecutes	0xe5b23188
StatsFF	0x87eaa39d
StatsSnow	0xaac5e4f2
Stay	0xd149358b
StayClosed	0xa1ce8c9f
StayClosedBroken	0x263592e1
StayDown	0xe76aa580
StayDown02	0xe14fcbd0
StayIdle	0xe1074e81
Steal	0x1bc645bc
StealBike	0xb826b59d
StealBikeX	0x80d0b2b3
StealBookSteal	0x1bc7248a
StealBooks	0x53b181b4
StealBooksSeek	0x8b7b028a
StealCostumeCut	0xb124b0b8
StealOpp	0x60ea7fca
Steal_Easy	0x12aa34b0
Stealth	0x37334de1
StealthActions	0x5a90c3db
StealthBehavior	0x35682b80
StealthCharPropSpeechNode	0xa4a220db
StealthClear	0xee1263cb
StealthClearAnims	0x00704780
StealthClearAnimsIdle	0xc086149a
StealthClearConfused	0xabe37e9a
StealthDoor	0x19c45291
StealthExecutes	0x65520d80
StealthHelpYell	0x20a052c2
StealthPeds	0x63c3eb92
StealthPeds_Controller	0x94ebb596
StealthPropBank	0xca68099a
StealthPropCan	0x5e8223d8
StealthPropChoices	0x64aab6a9
StealthPropDoor	0x08af519a
StealthPropExit	0xe454769a
StealthPropFix	0x9b4f24d8
StealthPropGetCloser	0xfadacd85
StealthPropHack	0xcb34d79a
StealthPropLocker	0xfe4533a8
StealthPropLookAround	0x16e941cc
StealthPropSet	0x00b527d8
StealthPropSetMission	0xe0b60bc9
StealthPropSpeech	0x6414a29a
StealthPropSpeechNode	0xb6036491
StealthPropSpotted	0xbf8c80d2
StealthPropSync	0xe5d8569c
StealthPropWait2	0xa3496fc3
StealthPunishment	0x4aa232f2
StealthResponse	0x848795cb
StealthWU1	0x0c818aef
StealthWU2	0x0d818aef
StealthWalk	0x8cdada93
StealthWalkStart	0x96f3cbb9
StealthWhatUp	0x9a804df3
Steam	0x1cc645bc
SteamReaction	0x2d45e18c
Steer	0x2dc845bc
Steering	0x01028391
StepAwayEnd	0x59f716c7
StepBack	0xe7df72d0
StepBackMoshOut	0x24d33886
Steps	0xcfcd45bc
Stick_Default	0x32296899
Sticks	0x1f1c3ed8
Still	0xe0d746bc
StillGoofy	0xdef089ad
StimBank	0x61f0da89
StimExecute	0x28eac1d6
StimOppBank	0x2aed88ca
StimOpps	0xd5cf9c8b
Stimuli	0xf90622a9
Stimulus	0xe297698c
StinkBomb	0xdb47aba4
StinkControl	0x44c9268c
StinkSpeech	0x7b0f19e2
StinkSpeechNode	0xfdcf3697
Stink_Trap	0x3f3f60c1
Stinkbomb	0xdb47aba4
StinkbombBute	0x7fddd486
StinkbombFALSE	0x4c1074c2
Stinky	0x88fd40d8
StinkyLoco	0x6bc4fad6
StinkyLocoHigh	0xa14da4a0
StinkyLocoLow	0x392b33ad
StinkyStat	0xd431ecd7
StirRod	0x69c3cca9
Stock	0x7a6548bc
StolenBike	0x98dc6e92
StompIn	0x2efc7292
StompLoop1	0x50cf74f4
StompLoop2	0x51cf74f4
StompOut	0xa9a1d8f0
StompRCVCycle	0x4a689183
Stop	0xf250358b
StopAndLook	0x90d90a9d
StopBalancing	0x83c4f4a8
StopBathroom	0xccf35599
StopCar	0x7679d692
StopCarRace	0xd35542b7
StopCheering	0x57d53290
StopGas	0x9b85d792
StopGasDrive	0xa30096ac
StopGasStop	0xfdc8c19b
StopGasWait	0xb002469c
StopHangout	0xe6e512f7
StopReading	0x6669838f
StopShopping	0xca028c9a
StopSound	0xf9bb10e6
StopSpectacle	0x421043c1
StopSpectacleEarly	0xf51be9d2
StopUninteruptable	0xbe56b9f3
Store	0x216d48bc
Stores	0x36d80fd9
Stpdshrt	0x4c96c6ce
Strafe	0xe34d72d9
StrafeBase	0xd0387a92
StrafeBasic	0xbf148bf4
StrafeBasicLocoOpp	0x2d347faf
StrafeFinish	0x8202ff9c
StrafeIdle	0x931d6b93
StrafeLocoBasic	0x087a5ff0
StrafeLocoBasicAnims	0xae5e46b7
StrafeLocoBasicFacing	0x1eca96cd
StrafeLocoBasicTurning	0xa9bf3bc4
StrafeLoco_Unarmed	0xa1e621a7
StrafeMode	0x4a31f793
StrafeMove	0x803af793
StrafeRunBkw	0x6a3ed5b9
StrafeRunFWD	0x9f50d6b9
StrafeTo	0x4651678f
StrafeToProp	0x355dd4c7
StrafeToStart	0x24c795f6
Straight	0x0abace8f
StraightPunch	0x94cd47ed
StraightenCollar	0xbc054883
StreamWeapon	0x5043b2bd
Strike	0xba6874d9
StrikeMatch	0xcb354df8
StrikeOut	0x3836c495
StrikeReversalOpps	0xbcfe0396
Striker	0x809791c6
Striker_B	0x5f04c595
Strikes	0x819791c6
StrikesPS2	0x96a5efa3
Strong	0x7bfc75d9
Stronger	0xf4343a86
Strongest	0xb319c9af
Strongish	0xcb25caaf
StrtMssn	0x80a2dfdd
Struggle	0x255f9cee
Struggle1	0x20b0049a
StruggleFailOnGround	0xc1a219e2
StruggleFeedback	0x1a419efb
StruggleLeft	0x4ca8c091
StruggleMechanics	0xcef651e6
StruggleOff	0x46904aa4
StruggleOn	0x083066d0
StruggleParametric	0xa575f9ae
StrugglePass	0x3ad94892
StruggleRight	0x6fd871ff
StruggleSucceed	0xe5a6a5fe
StrugglesOff	0xd565b392
Stub	0xf653358b
StubItOut	0x111925b2
Stuck	0xb0f749bc
StuckOpps	0x988d19d0
Student	0xd3a88dfa
Student01	0x2c412ae2
Student02	0x2d412ae2
StudyTube	0x759d0ac2
StuffGrap	0xe6f1cfe9
StuffGrap_FX	0xc3a84ebd
StuffPooBag	0xb4ec78c9
Stuffed	0x6782d2fa
Stumble	0x1699c1fb
Stun	0x0254358b
StunControl	0x83d32cda
StunCycle	0x80b7ae93
StunExit	0x301c09e6
StunFail	0xf46325e6
StunPunch	0xfc9f5af7
Stunned	0x8707e7fb
Stunners	0x92e138e7
Stwins_bad	0x3630d1e2
Succeed	0x4ed0f8b9
Success	0x87d7f8b9
Success2	0x474a56aa
SuccessAnimation	0xa19b0dc7
SuccessHi1	0xd1197f92
SuccessHi2	0xd2197f92
SuccessHi3	0xd3197f92
SuccessMed1	0xc0b7b4f7
SuccessMonitor	0x238131c3
Sucess	0xf88afee8
SuckThisBall	0x33720ddb
SupaKrazyRussell	0x0c5a1abf
SuperShove	0x3a6d4fd0
SuperSling	0x5a0dd7d0
SuperSlingBute	0xaea409d5
SuperSlingControl	0x4bcad9aa
SuperSlingShot	0x04624dd7
SuperSpudG	0x146363d1
SuperTaunt	0x7b92eee0
SuperUppercut	0x1bcbf0ec
Superglue	0x085fd7b0
SuperslingNoTarget	0x00e664a6
SuperslingTarget	0x5f7267d3
Support	0x5ba8eb9f
SureThing	0x498479bd
Surprise	0xb94a04cd
Surprised	0xef3c32e9
SurprisedAct	0x9bef8de5
SurprisedFem	0xc73f8fe5
SurprisedM1	0xffd8b6d8
SurprisedM1A	0xbe0a91e5
SurprisedM2	0x00d9b6d8
SurprisedM2A	0x410b91e5
Surprised_Female	0x24fd2ff0
Surprised_Male	0x7d90a0c7
SweepFloors	0xff27acc3
Swim	0xf816368b
SwimAnims	0x7e2e69e1
SwimLoco	0xdb704da9
SwimRace_Test	0x34655cf2
Swim_Slow	0x28dab0f0
Swim_Slow_UnderWater	0x926b1cd1
Swimming	0xd9316ea9
SwimmingHits	0x21288cda
SwimmingOpps	0x911a7edb
Swing	0xb2c1adbc
Swing1	0x471eea8c
Swing1Land	0xf245f5f5
Swing1_Charge	0x4cba55f2
Swing2	0x481eea8c
Swing2_Charge	0x577abbe9
Swing2_Charged	0xc99aef9a
Swing3	0x491eea8c
SwingFF	0x5a89cd9b
SwingLeftExec	0x2a5da9f5
SwingPunch	0x0c765697
SwingPunch_R	0x5b7beff2
SwingRightExec	0x1748ef98
Swing_Heavy	0xc25897c8
SwirlTargSpeech	0x2ba891ce
SwirlTarget	0x60a4dbe5
Swirlie	0x7b10589c
Switch	0x88aeeb8c
SwitchEvents	0x51619ada
SwitchMainMap	0xeb75efa6
SwitchSchool	0xdc22b9ce
SwitchSpeak	0xc6ceddeb
SwitchSpeakNode	0xb8a8c5e5
SwitchTargetActions	0xfc0469eb
SwitchToUnarmed	0x675252e9
SwitchWeapon	0x18e1f5de
Switcheroo	0x6d75e3d6
Switcheroo2	0xf91665f6
Sxy_ArmsHips	0xb671a4da
Sxy_ArmsX	0xd63fd0d3
Sxy_FootStomp	0xa4b4c4a0
Sxy_Impatient	0x96ca1f97
Sync	0x8f9f368b
SyncToPOI	0x2c732fd2
SyncToProp	0x01bc488e
SyncWorldAnchor	0xe44c50a1
T3Ways	0xb3a65d92
TADGATES	0xa907fac4
TANDEMHIT	0xf49da6ad
TARGET_ABORT	0x121a5dd1
TAUNT	0x2af14bcb
TBlock	0xfd9e3598
TCharIdles	0x3992e3a2
TChoices	0xee18eca9
TClimbLadder	0x0b2d30b6
TConfused	0xd1aef2b6
TE_Art	0xa9e166cf
TE_Autoshop	0xfb247df1
TE_Biology	0x2bd09bd6
TE_Cafeteria	0xc29171cd
TE_Chemistry	0x928573f9
TE_English	0x4aded9d1
TE_Female_A	0xd83e01a4
TE_GymTeacher	0x2df35b9f
TE_HallMonitor	0xe7ac91ea
TE_History	0xfec214da
TE_Janitor	0x77071b8e
TE_Librarian	0xb6735f91
TE_Mathteacher	0x38d95f90
TE_Nurse	0x8bf9459c
TE_Principal	0x2ce7f1cc
TE_Secretary	0xba5b6dde
TE_Sitting	0x4e974daf
TE_assylum	0xf62e08bd
TEnglish	0xf0e465ec
TFight02	0x82a0fcb6
TFight03	0x83a0fcb6
TFindTarget	0x82a343b8
TFollowPath	0xe6afc69d
TGKFlag	0x6cba45ba
TGirlKiss	0x6adc63ae
THarass	0xd8b1d987
TIRED	0x3c905dcc
TL_Climb_Alts	0x77abeeae
TL_Climb_Cam_B	0x0506c2a5
TL_Climb_Cam_BL	0xdb1449d2
TL_Climb_Cam_BR	0xe11449d2
TO_Associate	0x7ae91cdb
TO_Asylumpatient	0xb0b0679f
TO_BarberPoor	0x86cdf8a2
TO_BarberRich	0x58d03ba3
TO_BikeOwner	0x8207fda5
TO_Business1	0x993f72be
TO_Business2	0x9a3f72be
TO_Business3	0x9b3f72be
TO_Business4	0x9c3f72be
TO_BusinessW1	0xee9e76f4
TO_BusinessW2	0xef9e76f4
TO_CSowner_2	0x267929d7
TO_CSowner_3	0x277929d7
TO_Carnie_Female	0x9926bddf
TO_Carny01	0x4c19c9de
TO_Carny02	0x4d19c9de
TO_Carnymidget	0xf904ee9c
TO_Comic	0x9b145ae9
TO_Cop	0x5885f0fe
TO_Cop2	0x3a3c14f5
TO_FireOwner	0xf56024fb
TO_Fireman	0x6072cbd7
TO_Fmidget	0x9459bda7
TO_GroceryClerk	0x087eb7e8
TO_GroceryOwner	0x2eb4d7bc
TO_Handy	0x46a63ebf
TO_Hobo	0x34b9bff5
TO_Industrial	0xa55f03fa
TO_Mailman	0x1b1080cf
TO_MotelOwner	0x7ea3ebd5
TO_Oldman2	0xe325efaf
TO_Orderly	0x77f0fa93
TO_Orderly2	0x170d69b9
TO_Poorman2	0x9a0eeac4
TO_Poorwoman	0x649b2ef5
TO_Record	0xfd69faf4
TO_RichM1	0x606b2fbb
TO_RichM2	0x616b2fbb
TO_RichM3	0x626b2fbb
TO_RichW1	0x7e702fbb
TO_RichW2	0x7f702fbb
TO_Siamese	0xc19e84db
TO_Tattooist	0x011efac3
TPRoll	0xa96dc38e
TProjAI	0x1192008e
TPunish	0x952d87c2
TPunishmentHack	0x946376e6
TRIPHARASS	0xa54708cb
TSGate	0x8694efc1
TTargetSwitch	0x69f541c0
TV	0x522b0080
TVPissed	0x4af85887
TVReact	0x75f4c0f1
TVStim	0xcf4e39f8
TackleFaceSpit	0xb35cb2fd
TackleFlurry	0x40dd17ad
TackleHeadbutt	0x792c6cb4
TackleKneeToGroin	0xf5beb89c
Tad	0x7b201680
TadCloseShutters	0x0b9632a6
TadDoorL	0xa3da2f92
TadDoorR	0xa9da2f92
TadGates	0xa907fac4
TadKey	0xc4709485
TadRebuff	0xf9b772de
TadReject	0xc6f280df
TadShutters	0x493fd088
Tadshud	0x77e808dc
TagAttack	0x4e6e73d2
TagCrime	0xb05a94f3
TagDefaults	0x1c2cd5ac
TagGetPissed	0x549e1989
TagGreaser	0x2b01efee
TagJock	0x071d7f8f
TagNerd	0xbfbc0590
TagPreppy	0x90d519ea
TagReasonX	0xc67215a9
TagSmall	0xf522c28b
TagSpeech	0x2c6388b9
TagSuccess	0xf1bc00b7
TagWarn	0x186b3991
TagWarning	0x4a553dec
Tagged	0x5c4dfa85
Tagging	0x9da7168f
TaggingTut	0xd6df11b6
TaggingTut1	0xb38a25ab
TaggingTut2	0xb48a25ab
Tags	0xcda0528b
Take	0xcba2528b
TakeBike	0x681a9c82
TakeDown	0x014ee282
TakeIt	0xd2ff8286
TakePicture	0x9b10b5e1
Takedown	0x014ee282
Takedown_miss	0x7e9d02da
Talk	0x54a3528b
Talk1	0x2d9449cb
Talk2	0x2e9449cb
Talk3	0x2f9449cb
Talk4	0x309449cb
TalkAnims	0xd22fcbde
TalkFirstTime	0x1dbb90bf
TalkMissingSheets	0xb632ad82
TalkToJimmy	0x5f9671f8
Talk_1	0xc2eaa686
Talk_2	0xc3eaa686
Talking	0x9e6d64e7
Talking01	0x4f4d38eb
Talking02	0x504d38eb
Talking03	0x514d38eb
Talking1	0x0b1864e8
Talking2	0x0c1864e8
Talking3	0x0d1864e8
Talking4	0x0e1864e8
Talking5	0x0f1864e8
Talking6	0x101864e8
Talking7	0x111864e8
TalkingLoops	0xe5736f8e
TalkingOpp	0xb1bdd7dd
TalkingOpps	0xe6116685
Talking_Load	0x5b0b8ddb
Tandem	0x87a3e986
TandemAttack	0xeff3559c
TandemAttacker	0x0844ddfd
TandemGrapple	0xcc4fa4f9
TandemGrapple_ACTIVE	0x65e3aed3
TapBeaker	0x8962689e
Target	0x15a37387
TargetActions	0xe4dee6a7
TargetAngry	0x081b0fe7
TargetAnimations	0x74aa18a0
TargetAuth	0x41a9e4d1
TargetBreathe	0xf016fb90
TargetBringIt	0x307aecd8
TargetCar	0xa7bbecf3
TargetCombat	0x6db71ac6
TargetDiss	0x2e6d48d2
TargetFlag	0x3dc88dd2
TargetFlagSet	0x7d7542b9
TargetGesture	0x6c500ccb
TargetIdle	0x659ef2d2
TargetLook	0x286a5cd3
TargetMoving	0x37407c9a
TargetOnly	0x750ec3d3
TargetOrientation	0x6758bac1
TargetPlayerCombat	0x968d9db2
TargetPlayerCombatChoice	0xfb0eb784
TargetPlayerSeq	0xcdb70d9e
TargetPoint	0x639b7fee
TargetReactions	0xa57321f5
TargetSationary	0xed5adaa7
TargetStationary	0x658f51d6
TargetType	0xd77571d4
TargetW	0x16742cd0
TargetYell	0x25bb17d5
TargetanimIdle	0x06e987a5
TargetanimListen	0x856509af
TargetanimTalk	0x9a7500a7
Targeted	0x505ebf86
TargetedCheck	0xbc8ca7cb
TargetedChoices	0xc2220eb3
TargetedFriendWBall	0xdcc632d9
TargetedStim	0x2d05dffc
Tattle	0x46a9bb87
TattleCrime	0x88642381
TattleFriend	0x8840a787
TattleReact	0x1105b186
TattleStim	0x03a17bc9
TattleText1	0x1280d2a9
Tattling	0xcb79e7e2
TattooShop	0x2f818eeb
Taunt	0x2af14bcb
Taunt01	0x3b91c985
Taunt02	0x3c91c985
Taunt03	0x3d91c985
Taunt04	0x3e91c985
Taunt1	0xaf68dc87
Taunt2	0xb068dc87
Taunt3	0xb168dc87
Taunt4	0xb268dc87
Taunt5	0xb368dc87
TauntAfraid	0x81e3fcb9
TauntAfter	0x6649df98
TauntAggroCheck	0x5c26a1d6
TauntAuthority	0xdde1ec97
TauntBeef	0x426187f7
TauntCall	0x54a6a8f7
TauntCheck	0xaa623bbc
TauntClose	0x9a3fc7bc
TauntCrime	0xf47b93bd
TauntDCare	0x77901ccd
TauntDcareAdult	0x6713b2aa
TauntDcareGirl	0x771de0b6
TauntFearCheck	0xf6f5d3b4
TauntFearResponse	0x5b87e7ee
TauntFix	0x97202bf6
TauntFlee	0xec6c12f8
TauntHUDOff	0xe20c0ca0
TauntHUDOn	0x3ca6bd95
TauntHarass	0x3e69d6c2
TauntIsVisible	0x5a57959b
TauntLoop	0xd20ce1f8
TauntNotAggro	0xc9eca59a
TauntNotVisible	0xd1dee9f7
TauntNothing	0x578d2cd5
TauntOnce	0x6bac47f9
TauntPlayer	0xb3b4cedd
TauntRange	0x834f9bc2
TauntReact	0x7d1c21c3
TauntResponse_Speech	0xa2fbbf8f
TauntResponses	0xd8a09ff2
TauntShrug	0x61381ad5
TauntSocial	0x93224585
TauntSpeech	0xf8681697
TauntStats	0x9567b1d6
TauntStim	0x2778d2f9
TauntStimCombat	0xaf3903f2
TauntTurn	0x670df5f9
TauntWarn	0x84b956fa
TauntWarnSpeak	0xfa911bad
